QuestionID,Question,,,
53760269,When the car will be ready?,53760347,"in 30 min. I told the girls to dispatch driver after 1230

--Margaret Kang DCH Toyota of Torrance",23
53759367,Any idea what time they would come pick me up?,53759450,"i'll have Elsie give you a call with eta.

--Margaret Kang DCH Toyota of Torrance",25
53749939,"Hi Chrissy. When my car is ready, can a shuttle come pick me up at my home and bring me back there?",53754734,"YES OF COURSE!
",1493
53748605,When should I come pick it up? ,53751428,"I will text you, but should be around 4pm

--Marvin Cabrera DCH Toyota of Torrance",828
53739795,I guess that's what I get for trying to be cheap. I will contact you when I get the chance. Thank you for following up with me ,53739861,":-)

--Margaret Kang DCH Toyota of Torrance",17
53739795,I guess that's what I get for trying to be cheap. I will contact you when I get the chance. Thank you for following up with me ,53739861,":-)

--Margaret Kang DCH Toyota of Torrance",17
53739029,Hello Margaret. No unfortunately. Were you guys able to figure out what was wrong with the car? ,53739192,"main fuse relay for the engine was blown (from jump starting Backward lol). I am here all week. Let me know when you are on your way down. :-)

--Margaret Kang DCH Toyota of Torrance",58
53698457,Also advise why it takes six days? Do you need to paint it as well? I thought they came painted.,53698482,"yes, part has to be painted and polished as well

--Miguel Ortiz DCH Toyota of Torrance",19
53697028,Tomorrow. How long will it take to install?,53697114,"give me atealst 1 1/2 
 

--Janet Roman DCH Toyota of Torrance",66
53696154,How about next Wednesday Early am,53696379,"Good Afternoon Neil Fujita , we are available Wednesday 4th at 7:30 am, 8:00 am, 8:30 am, what time is good for you to come in?

--Diana Cota DCH Toyota of Torrance",115
53693613,When will my car be ready?,53695111,"Good News Maximino! Your vehicle is ready.

--Daniel Poplar DCH Toyota of Torrance",799
53690915,What time tomorrow?,53690960,"no later than 11am

--Marvin Cabrera DCH Toyota of Torrance",32
53681907,How much would it cost for all of that?,53691338,"Hi Jose Pacheco, the price for the Minor Service with conventional oil is $89.95 plus tax , with synthetic oil is $10.00 extra.

--Diana Cota DCH Toyota of Torrance",3715
53681874,"Hi Miguel, any idea when the car will be ready?",53684826,"we are still looking at close to end of day. i should  know around 4 -4:30 how we are doing. Thank you 

--Miguel Ortiz DCH Toyota of Torrance",1042
53650589,How about 10 AM,53653707,i will set you up for 10am,855
53649224,What type of servicing does it need?,53652282,"Good Afternoon Jose Pacheco, your 2014 Camry is due for Minor service includes oil and filter change, rotate tires , clean adjust brakes, top off fluids and 27 point inspection, would you like to make appointment?

--Diana Cota DCH Toyota of Torrance",851
53642867,When will the tundra be ready ?,53667248,"air bag is still not here, It's being ground transported because air bags cannot be shipped via air. We believe that's what is taking longer. I have been checking and will continue to do so, sorry for the inconvenience. 

--Marvin Cabrera DCH Toyota of Torrance",6577
53642574,Confirm and when can I pick up the car,53643650,i will get your tech on it. the car will be ready around 3:30pm,332
53639620,Ok please text when ready,53690023,"Great news Kathy, your service is complete. Let me know your pick-up time and I'll have your car ready.
",14953
53626979,"Yes, I cancelled via your phone automatic system and asked for a call back and didn't get it. I had a question. I would like to reschedule but want to order a license plate holder for the FRONT BUMPER of my 2009 Camry hybrid and have it installed at my service appointment. When should I make the service appointment to be sure the holder will be in? Diane Rippere 623-826-1105. Thank you.",Answer Unavailable,,
53625656,I just talked to your guy and he says you'll still be able to see it when he's done.,53625990,"ok, if you feel comfortable with trying it we are ok but if we need to, last step would be body shop.  i need to have them give us a quote on it so i can get it approved and schaduled through management. i dont want you running around, if you can please send me a couple of pictures, i will have my body shop let us know. Thanks and i am sorry Russell for the inconvenience. i will try to make is as smooth as possible. 

--Miguel Ortiz DCH Toyota of Torrance",141
53622682,Good morning Jose.  I went to pay my invoice online and it said to pay $1551 but then at the bottom off the detailed invoice it said extended warranty to pay $900. Can you just please tell me the amount I will have to pay when I get there in a bit.  Thanks Tim 2000 solara,Answer Unavailable,,
53615791,Yes still want appt. for fri but not the transmission service.Do u know how much it would be to extend my warranty from the 75k to the 100k?,53615964,"No that is something that sales department has to do for you.

--Janet Roman DCH Toyota of Torrance",78
53615335,Ok thanks about how much longer ?,53617036,"all done, please come and see me, thanks 

--Miguel Ortiz DCH Toyota of Torrance",479
53614227,Hi Miguel do you know how much longer for my Tacoma truck? ,53615036,"hi, its done, i am just waiting for paperwork from technician and we are all set..thanks 

--Miguel Ortiz DCH Toyota of Torrance",236
53613344,Do u know what mileage it's recommended?,53614701,"@ 90,000 miles
 

--Janet Roman DCH Toyota of Torrance",392
53612622,How much is it to change the transmission fluid on the tundra?,53612850,"299$

--Janet Roman DCH Toyota of Torrance",82
53611402,How much earlier?,53611869,"7AM ?
 

--Janet Roman DCH Toyota of Torrance",131
53600274,Thank you! What was the mileage,53600577,"mileage was 20895 

--Janet Roman DCH Toyota of Torrance",56
53596679,"Thanks!  Can you please schedule 10
Am pick up at 5700 ravenspur - and I'll pick up car - working on a deadline - I might need to pay when I get there vs link - appreciate it, Jose",53597378,"No problem i will set it up
",244
53566442,"Marvin, picked car up tonight and the alignment seems to be off. Car is going to the left when keeping steering wheel straight. Was the alignment redone after they put the new struts on? Also, noticed on paperwork that color of car is gold. It should be silver. Thanks, Jana Roche",Answer Unavailable,,
53560353,Ok. Thank you for letting me know. Is there an approximate time when it'll be done tomorrow? I ask because I work until 7pm. Would I be able to pick it up after that?,53562066,"The car will be ready in the afternoon, we can arrange a late pick-up at the sales department.  They are open until 9pm, you can go ahead and drop the rental with them and pick your vehicle up. Would that work for you?",1116
53551712,Thank you. Let me check what time I will need the shuttle for.,53551994,"what time should we schedule the shuttle.
",123
53550444,Yes what time?,53551571,"Anytime between 7 and 10am would work.  

--Ofelia Gonzalez DCH Toyota of Torrance",438
53550307,"Hey Marvin

This is Kenny Nam. Just in the waiting room. I'm in no rush so let me know when it's ready. 

Thanks so much",53550371,"Will do sir, Thank you.

--Marvin Cabrera DCH Toyota of Torrance",26
53550306,What is the earliest I can I bring it in?,53550388,"I still have availability tomorrow if you'd like to come in.  

--Ofelia Gonzalez DCH Toyota of Torrance",35
53547118,"I'm so sorry I got caught up with work. I want to say tomorrow afternoon, but it depends how busy we are. Will it be okay to play by ear or should I come as soon as possible? Sorry for the inconvenience",53547610,"lol no worry! it's just that i will not not be in office tomorrow and once we are done with the repair, it will be very difficult to find it (since there is NO customer name for it). When you come down tomorrow, please ask anyone in service to bring down 2014 Corolla with HAT# 451. That's all :-)

--Margaret Kang DCH Toyota of Torrance",171
